Current_Capacity,Rated_Capacity,Current_Voltage,Min_Voltage,Max_Voltage,Charge_Energy,Discharge_Energy,Voltage_Drop,Current,Initial_Voltage,Final_Voltage,Time_Days,SoH,SoC,CE,IR,SDR,BHI
18.99,22.5,239.16,180,240,406.81,387.85,0.05,79.43,230.2,226.84,2,84.4,98.6,95.34,0.0006,0.73,72.47
13.05,22.5,180.85,180,240,412.84,350.36,0.04,76.56,234.34,233.13,15,58.0,1.42,84.87,0.0005,0.03,40.45
13.26,22.5,225.41,180,240,119.05,117.45,0.02,62.15,239.02,238.95,10,58.93,75.68,98.66,0.0003,0.0,58.44
14.95,22.5,212.04,180,240,124.67,89.32,0.1,17.74,238.43,234.84,23,66.44,53.4,71.65,0.0056,0.07,51.58
15.06,22.5,213.7,180,240,337.25,175.78,0.06,34.63,231.75,230.12,9,66.93,56.17,52.12,0.0017,0.08,48.42
18.38,22.5,214.14,180,240,253.04,136.38,0.06,58.19,239.19,235.76,26,81.69,56.9,53.9,0.001,0.06,54.83
18.09,22.5,189.21,180,240,182.7,143.84,0.03,33.87,238.35,236.71,18,80.4,15.35,78.73,0.0009,0.04,50.97
14.65,22.5,210.75,180,240,348.39,299.94,0.15,98.92,230.08,227.89,24,65.11,51.25,86.09,0.0015,0.04,53.51
13.82,22.5,181.49,180,240,253.51,104.56,0.14,69.5,230.44,226.26,27,61.42,2.48,41.24,0.002,0.07,33.3
11.89,22.5,183.15,180,240,270.97,257.95,0.06,48.44,231.02,228.55,28,52.84,5.25,95.2,0.0012,0.04,41.22
15.9,22.5,205.42,180,240,381.05,363.82,0.06,49.61,237.96,234.91,7,70.67,42.37,95.48,0.0012,0.18,55.82
20.64,22.5,213.5,180,240,112.44,94.97,0.1,58.94,236.71,236.6,5,91.73,55.83,84.46,0.0017,0.01,64.75
17.87,22.5,200.6,180,240,367.35,145.57,0.07,96.65,233.48,231.74,6,79.42,34.33,39.63,0.0007,0.12,46.55
17.48,22.5,223.07,180,240,458.82,421.6,0.07,95.72,230.25,228.36,25,77.69,71.78,91.89,0.0007,0.03,63.81
15.75,22.5,182.04,180,240,428.43,270.19,0.07,32.58,235.94,234.89,13,70.0,3.4,63.07,0.0021,0.03,41.29
13.55,22.5,235.96,180,240,205.8,98.86,0.03,60.7,231.14,230.44,13,60.22,93.27,48.04,0.0005,0.02,52.35
16.16,22.5,182.65,180,240,197.85,170.22,0.02,23.26,236.94,232.48,29,71.82,4.42,86.03,0.0009,0.06,46.81
21.15,22.5,191.98,180,240,478.91,216.55,0.09,73.64,235.88,234.28,8,94.0,19.97,45.22,0.0012,0.08,50.63
13.77,22.5,231.19,180,240,201.61,117.29,0.17,37.79,234.1,232.36,14,61.2,85.32,58.18,0.0045,0.05,53.17
13.47,22.5,212.91,180,240,146.42,81.53,0.02,95.88,231.42,227.87,21,59.87,54.85,55.68,0.0002,0.07,46.05
20.28,22.5,224.2,180,240,218.93,88.14,0.04,85.45,237.31,233.98,21,90.13,73.67,40.26,0.0005,0.07,58.83
18.45,22.5,226.33,180,240,444.24,84.82,0.14,11.72,237.07,233.89,27,82.0,77.22,19.09,0.0119,0.05,52.06
12.54,22.5,230.22,180,240,111.05,105.9,0.04,89.79,237.3,236.47,18,55.73,83.7,95.36,0.0004,0.02,58.1
16.46,22.5,189.46,180,240,336.12,270.3,0.18,86.57,235.1,231.5,11,73.16,15.77,80.42,0.0021,0.14,48.49
15.34,22.5,237.1,180,240,478.52,137.75,0.04,87.64,233.93,233.9,15,68.18,95.17,28.79,0.0005,0.0,52.06
17.97,22.5,227.96,180,240,153.36,88.11,0.19,77.6,235.9,232.05,18,79.87,79.93,57.45,0.0024,0.09,59.41
11.45,22.5,191.54,180,240,400.99,380.8,0.03,60.21,232.54,231.84,8,50.89,19.23,94.96,0.0005,0.04,43.19
21.75,22.5,194.51,180,240,419.29,226.94,0.18,50.51,237.44,235.1,20,96.67,24.18,54.12,0.0036,0.05,54.32
21.02,22.5,203.01,180,240,225.37,135.33,0.01,75.22,233.5,231.93,25,93.42,38.35,60.05,0.0001,0.03,57.04
20.45,22.5,239.39,180,240,262.75,82.0,0.04,68.73,236.12,232.18,20,90.89,98.98,31.21,0.0006,0.08,62.39
12.68,22.5,223.98,180,240,207.68,137.28,0.18,97.35,234.25,230.07,27,56.36,73.3,66.1,0.0018,0.07,50.42
20.7,22.5,215.42,180,240,176.75,136.22,0.11,45.88,231.2,229.11,24,92.0,59.03,77.07,0.0024,0.04,64.02
20.51,22.5,220.53,180,240,135.15,117.67,0.12,63.51,232.91,231.57,21,91.16,67.55,87.07,0.0019,0.03,67.38
14.18,22.5,236.51,180,240,312.04,272.9,0.08,19.02,236.74,236.69,5,63.02,94.18,87.46,0.0042,0.0,61.54
16.3,22.5,199.8,180,240,423.27,124.83,0.19,67.14,238.87,236.73,16,72.44,33.0,29.49,0.0028,0.06,41.47
21.26,22.5,227.15,180,240,218.5,155.48,0.05,49.95,234.84,230.68,13,94.49,78.58,71.16,0.001,0.14,67.73
15.95,22.5,225.48,180,240,257.29,226.51,0.06,34.98,235.22,233.06,14,70.89,75.8,88.04,0.0017,0.07,61.12
12.38,22.5,205.42,180,240,222.86,209.3,0.18,31.39,230.81,227.67,9,55.02,42.37,93.92,0.0057,0.15,49.25
14.39,22.5,235.88,180,240,373.33,156.99,0.13,86.37,234.02,229.87,28,63.96,93.13,42.05,0.0015,0.06,52.61
22.48,22.5,205.98,180,240,381.19,135.02,0.13,75.35,233.14,228.99,15,99.91,43.3,35.42,0.0017,0.12,55.7
15.95,22.5,195.78,180,240,128.4,106.24,0.18,70.8,232.5,229.63,20,70.89,26.3,82.74,0.0025,0.06,50.16
16.68,22.5,236.42,180,240,217.47,137.15,0.16,59.14,235.47,235.19,1,74.13,94.03,63.07,0.0027,0.12,61.06
12.51,22.5,207.52,180,240,378.8,378.07,0.07,56.27,238.8,237.02,26,55.6,45.87,99.81,0.0012,0.03,51.37
21.19,22.5,189.62,180,240,235.83,132.24,0.02,63.84,238.55,236.64,20,94.18,16.03,56.07,0.0003,0.04,52.09
13.21,22.5,202.69,180,240,421.58,353.26,0.19,46.29,237.09,234.55,2,58.71,37.82,83.79,0.0041,0.54,47.75
19.27,22.5,202.07,180,240,234.67,119.05,0.12,96.75,232.0,231.51,6,85.64,36.78,50.73,0.0012,0.04,51.75
21.39,22.5,187.57,180,240,257.18,230.86,0.18,55.57,235.94,232.4,26,95.07,12.62,89.77,0.0032,0.06,58.5
16.34,22.5,186.12,180,240,129.22,102.75,0.07,65.15,230.43,229.81,26,72.62,10.2,79.52,0.0011,0.01,46.99
21.97,22.5,190.82,180,240,389.65,331.51,0.14,64.62,235.65,231.34,21,97.64,18.03,85.08,0.0022,0.09,59.67
16.77,22.5,199.01,180,240,234.21,132.03,0.03,17.62,230.46,229.9,10,74.53,31.68,56.37,0.0017,0.02,47.42
11.29,22.5,209.73,180,240,140.09,125.33,0.06,49.93,230.87,229.43,3,50.18,49.55,89.46,0.0012,0.21,47.85
21.42,22.5,187.67,180,240,479.17,308.28,0.07,54.6,235.02,234.89,7,95.2,12.78,64.34,0.0013,0.01,53.5
19.29,22.5,218.37,180,240,365.51,198.26,0.02,80.6,236.79,234.42,13,85.73,63.95,54.24,0.0002,0.08,57.92
14.86,22.5,208.77,180,240,424.69,341.59,0.06,23.6,237.01,235.71,21,66.04,47.95,80.43,0.0025,0.03,52.09
15.58,22.5,230.19,180,240,479.98,402.24,0.08,80.98,233.51,232.67,3,69.24,83.65,83.8,0.001,0.12,61.17
12.24,22.5,230.3,180,240,442.2,381.0,0.16,42.6,232.17,227.53,22,54.4,83.83,86.16,0.0038,0.09,55.75
11.67,22.5,235.07,180,240,155.86,121.86,0.06,15.87,230.5,229.91,13,51.87,91.78,78.19,0.0038,0.02,54.74
16.41,22.5,196.62,180,240,285.63,172.54,0.12,35.34,230.78,230.05,6,72.93,27.7,60.41,0.0034,0.05,46.79
14.85,22.5,202.87,180,240,345.48,245.56,0.1,46.06,239.86,235.75,24,66.0,38.12,71.08,0.0022,0.07,48.23
21.21,22.5,233.2,180,240,109.67,91.36,0.11,71.05,232.86,231.59,19,94.27,88.67,83.3,0.0015,0.03,72.1
17.78,22.5,184.44,180,240,170.0,160.07,0.13,95.53,239.99,238.12,15,79.02,7.4,94.16,0.0014,0.05,51.91
15.53,22.5,212.31,180,240,456.72,424.25,0.05,13.92,233.05,229.57,17,69.02,53.85,92.89,0.0036,0.09,56.95
18.99,22.5,181.27,180,240,234.68,102.35,0.05,91.49,230.37,229.26,23,84.4,2.12,43.61,0.0005,0.02,42.9
12.55,22.5,214.72,180,240,245.71,93.31,0.18,27.85,237.49,236.07,27,55.78,57.87,37.98,0.0065,0.02,41.48
16.47,22.5,183.53,180,240,391.71,182.5,0.13,35.16,235.71,231.85,26,73.2,5.88,46.59,0.0037,0.06,39.77
21.21,22.5,182.7,180,240,167.24,90.25,0.04,97.32,235.52,233.17,7,94.27,4.5,53.96,0.0004,0.14,49.39
12.45,22.5,200.73,180,240,159.35,130.47,0.19,99.71,233.75,230.75,4,55.33,34.55,81.88,0.0019,0.32,45.39
11.43,22.5,212.21,180,240,324.42,173.84,0.06,68.69,231.35,228.75,5,50.8,53.68,53.58,0.0009,0.22,41.75
14.75,22.5,187.26,180,240,445.86,260.53,0.12,61.25,234.1,233.13,27,65.56,12.1,58.43,0.002,0.02,40.33
12.68,22.5,186.23,180,240,384.06,143.5,0.07,52.77,234.49,230.94,18,56.36,10.38,37.36,0.0013,0.08,32.08
21.14,22.5,230.0,180,240,471.65,259.63,0.16,63.25,233.11,228.14,8,93.96,83.33,55.05,0.0025,0.27,65.23
13.1,22.5,180.34,180,240,117.11,89.06,0.03,58.0,238.58,234.89,1,58.22,0.57,76.05,0.0005,1.55,38.46
17.81,22.5,236.15,180,240,447.06,202.1,0.03,94.98,235.17,234.79,11,79.16,93.58,45.21,0.0003,0.01,59.42
17.61,22.5,194.92,180,240,272.69,202.18,0.06,14.7,230.1,229.98,5,78.27,24.87,74.14,0.0041,0.01,51.11
20.23,22.5,237.87,180,240,160.5,81.47,0.18,27.57,230.42,229.61,22,89.91,96.45,50.76,0.0065,0.02,65.4
18.88,22.5,197.76,180,240,324.65,254.89,0.15,69.99,238.71,234.36,28,83.91,29.6,78.51,0.0021,0.07,55.18
18.67,22.5,193.71,180,240,269.21,240.12,0.14,75.95,235.87,233.62,15,82.98,22.85,89.19,0.0018,0.06,55.59
12.01,22.5,220.39,180,240,498.88,406.81,0.07,35.0,236.67,232.19,6,53.38,67.32,81.54,0.002,0.32,51.09
12.54,22.5,223.56,180,240,120.7,81.23,0.03,96.89,239.41,238.43,16,55.73,72.6,67.3,0.0003,0.03,50.27
17.53,22.5,228.99,180,240,188.8,117.3,0.16,61.34,230.92,228.76,27,77.91,81.65,62.13,0.0026,0.03,59.92
16.16,22.5,227.39,180,240,427.17,180.85,0.07,94.24,231.65,231.43,26,71.82,78.98,42.34,0.0007,0.0,52.99
20.1,22.5,207.71,180,240,499.64,432.12,0.15,88.37,236.34,232.12,13,89.33,46.18,86.49,0.0017,0.14,62.25
13.19,22.5,180.74,180,240,337.46,308.3,0.14,98.38,230.63,226.11,3,58.62,1.23,91.36,0.0014,0.65,41.9
22.16,22.5,235.48,180,240,474.11,223.85,0.11,95.87,239.02,235.07,24,98.49,92.47,47.21,0.0011,0.07,67.32
17.23,22.5,201.41,180,240,416.89,335.41,0.18,11.33,238.09,233.4,24,76.58,35.68,80.46,0.0159,0.08,53.85
12.71,22.5,184.88,180,240,108.34,97.82,0.13,98.82,233.98,232.31,8,56.49,8.13,90.29,0.0013,0.09,42.27
11.62,22.5,194.46,180,240,161.83,152.54,0.06,22.46,231.2,227.7,4,51.64,24.1,94.26,0.0027,0.38,44.29
13.16,22.5,180.01,180,240,387.3,114.14,0.06,36.81,235.6,233.6,21,58.49,0.02,29.47,0.0016,0.04,29.29
15.19,22.5,206.64,180,240,125.73,116.39,0.06,51.45,234.81,232.0,7,67.51,44.4,92.57,0.0012,0.17,54.38
12.62,22.5,183.9,180,240,489.95,359.25,0.09,73.16,237.56,233.66,22,56.09,6.5,73.32,0.0012,0.07,38.39
13.81,22.5,186.11,180,240,265.91,239.25,0.15,89.55,236.16,235.5,27,61.38,10.18,89.97,0.0017,0.01,44.58
21.08,22.5,239.87,180,240,197.87,179.28,0.17,30.78,230.98,226.08,13,93.69,99.78,90.6,0.0055,0.16,75.54
21.05,22.5,180.25,180,240,108.41,93.24,0.06,72.09,235.66,235.26,7,93.56,0.42,86.01,0.0008,0.02,54.71
16.2,22.5,202.76,180,240,408.67,250.22,0.14,90.14,239.16,237.76,27,72.0,37.93,61.23,0.0016,0.02,48.63
13.95,22.5,231.57,180,240,469.85,402.12,0.07,34.52,235.49,231.88,18,62.0,85.95,85.58,0.002,0.09,59.1
18.94,22.5,181.18,180,240,147.02,136.59,0.17,39.63,230.88,227.35,2,84.18,1.97,92.91,0.0043,0.76,52.57
11.76,22.5,189.47,180,240,154.89,124.12,0.18,81.38,235.47,233.35,24,52.27,15.78,80.13,0.0022,0.04,40.09
14.15,22.5,225.11,180,240,137.99,98.6,0.08,66.03,231.58,227.28,6,62.89,75.18,71.45,0.0012,0.31,54.45
11.57,22.5,221.72,180,240,423.0,307.6,0.04,19.3,235.73,233.72,29,51.42,69.53,72.72,0.0021,0.03,49.01
17.88,22.5,196.54,180,240,170.09,149.79,0.19,19.04,231.56,226.76,13,79.47,27.57,88.07,0.01,0.16,54.9
15.82,22.5,181.87,180,240,486.96,481.4,0.11,16.36,235.41,230.95,3,70.31,3.12,98.86,0.0067,0.63,48.46
13.98,22.5,226.42,180,240,311.47,294.8,0.09,88.28,234.49,229.59,11,62.13,77.37,94.65,0.001,0.19,59.24
21.69,22.5,229.27,180,240,189.91,176.08,0.06,28.48,232.64,228.09,2,96.4,82.12,92.72,0.0021,0.98,73.43
12.05,22.5,204.01,180,240,330.77,294.39,0.2,49.55,230.6,226.85,11,53.56,40.02,89.0,0.004,0.15,47.21
19.08,22.5,195.16,180,240,483.08,92.16,0.19,29.51,230.49,229.02,12,84.8,25.27,19.08,0.0064,0.05,42.78
20.82,22.5,213.43,180,240,182.74,144.06,0.08,86.0,234.53,230.9,11,92.53,55.72,78.83,0.0009,0.14,63.91
15.71,22.5,238.99,180,240,423.38,134.92,0.06,39.68,236.5,232.71,9,69.82,98.32,31.87,0.0015,0.18,53.95
16.98,22.5,204.22,180,240,261.75,121.13,0.01,61.74,232.12,231.07,3,75.47,40.37,46.28,0.0002,0.15,47.5
18.53,22.5,235.83,180,240,271.34,143.41,0.2,87.71,233.23,230.91,22,82.36,93.05,52.85,0.0023,0.05,62.12
12.93,22.5,237.47,180,240,261.72,239.06,0.05,59.31,230.24,226.42,10,57.47,95.78,91.34,0.0008,0.17,60.39
17.85,22.5,213.23,180,240,238.66,111.97,0.16,14.85,230.7,228.49,21,79.33,55.38,46.92,0.0108,0.05,52.19
17.43,22.5,196.38,180,240,197.8,96.15,0.17,65.48,231.87,230.98,10,77.47,27.3,48.61,0.0026,0.04,46.17
21.37,22.5,182.99,180,240,240.08,99.0,0.02,20.16,234.31,230.87,2,94.98,4.98,41.24,0.001,0.73,47.16
19.79,22.5,197.82,180,240,270.62,115.45,0.03,75.05,232.68,228.58,25,87.96,29.7,42.66,0.0004,0.07,49.65
13.91,22.5,200.73,180,240,401.17,216.36,0.17,88.99,233.0,228.88,1,61.82,34.55,53.93,0.0019,1.77,42.25
22.21,22.5,199.65,180,240,469.26,184.85,0.2,70.32,234.64,231.57,4,98.71,32.75,39.39,0.0028,0.33,53.88
14.82,22.5,193.93,180,240,451.5,390.48,0.05,13.2,238.05,234.97,9,65.87,23.22,86.49,0.0038,0.14,48.28
18.02,22.5,237.65,180,240,368.07,130.46,0.1,68.36,230.28,230.2,17,80.09,96.08,35.44,0.0015,0.0,58.34
19.54,22.5,221.41,180,240,269.33,254.81,0.02,82.29,232.15,230.52,2,86.84,69.02,94.61,0.0002,0.35,67.43
12.12,22.5,203.5,180,240,161.59,110.74,0.13,59.25,232.31,230.58,13,53.87,39.17,68.53,0.0022,0.06,43.08
15.49,22.5,180.08,180,240,278.64,134.97,0.03,16.76,233.48,230.4,9,68.84,0.13,48.44,0.0018,0.15,37.23
18.72,22.5,220.87,180,240,115.2,101.31,0.1,19.52,232.78,228.33,19,83.2,68.12,87.94,0.0051,0.1,64.48
18.04,22.5,206.24,180,240,429.24,402.64,0.13,83.87,230.59,226.06,25,80.18,43.73,93.8,0.0016,0.08,59.57
13.88,22.5,236.48,180,240,335.52,159.52,0.1,82.51,231.62,230.15,26,61.69,94.13,47.54,0.0012,0.02,53.01
22.16,22.5,210.15,180,240,170.25,139.44,0.2,88.49,238.62,233.95,19,98.49,50.25,81.9,0.0023,0.1,65.82
13.87,22.5,217.01,180,240,303.6,301.72,0.2,67.15,234.43,231.97,15,61.64,61.68,99.38,0.003,0.07,56.86
18.88,22.5,212.99,180,240,232.39,105.75,0.1,19.03,233.36,231.46,16,83.91,54.98,45.51,0.0053,0.05,53.66
15.02,22.5,184.94,180,240,320.12,145.14,0.13,97.95,231.11,230.04,29,66.76,8.23,45.34,0.0013,0.02,37.42
11.62,22.5,216.31,180,240,347.66,221.75,0.15,13.52,239.36,238.88,16,51.64,60.52,63.78,0.0111,0.01,45.51
21.68,22.5,185.44,180,240,145.37,82.17,0.03,28.85,239.7,236.36,1,96.36,9.07,56.52,0.001,1.39,51.52
13.64,22.5,202.49,180,240,103.12,96.04,0.07,61.44,239.57,238.07,25,60.62,37.48,93.13,0.0011,0.03,50.37
22.29,22.5,204.66,180,240,405.36,112.46,0.16,43.43,230.39,228.57,2,99.07,41.1,27.74,0.0037,0.39,53.36
18.54,22.5,214.19,180,240,167.05,152.93,0.19,13.68,230.78,226.36,7,82.4,56.98,91.55,0.0139,0.27,62.64
18.02,22.5,220.3,180,240,255.67,165.69,0.2,29.25,234.18,232.71,4,80.09,67.17,64.81,0.0068,0.16,58.42
17.98,22.5,226.81,180,240,235.59,139.07,0.18,46.38,236.25,231.8,10,79.91,78.02,59.03,0.0039,0.19,59.35
14.13,22.5,233.47,180,240,296.43,209.68,0.03,44.46,239.44,236.49,15,62.8,89.12,70.74,0.0007,0.08,57.08
14.5,22.5,208.11,180,240,495.67,449.44,0.07,48.06,236.69,236.59,22,64.44,46.85,90.67,0.0015,0.0,53.28
18.9,22.5,201.07,180,240,225.55,179.59,0.05,47.77,231.88,231.83,15,84.0,35.12,79.62,0.001,0.0,56.55
21.31,22.5,237.97,180,240,454.04,83.07,0.13,16.14,232.73,229.83,23,94.71,96.62,18.3,0.0081,0.05,60.86
21.51,22.5,191.68,180,240,345.19,341.38,0.18,96.09,233.43,232.89,24,95.6,19.47,98.9,0.0019,0.01,61.91
16.88,22.5,227.59,180,240,160.06,132.82,0.07,40.71,236.62,234.28,24,75.02,79.32,82.98,0.0017,0.04,62.46
18.57,22.5,187.21,180,240,102.27,81.15,0.18,91.76,232.26,229.52,2,82.53,12.02,79.35,0.002,0.59,51.23
17.29,22.5,192.69,180,240,424.46,346.49,0.04,51.74,237.75,236.06,28,76.84,21.15,81.63,0.0008,0.03,51.29
14.92,22.5,184.67,180,240,298.95,112.43,0.16,47.85,237.65,232.88,5,66.31,7.78,37.61,0.0033,0.4,35.56
15.71,22.5,202.2,180,240,213.92,202.1,0.15,15.75,237.15,234.51,16,69.82,37.0,94.47,0.0095,0.07,54.21
11.42,22.5,224.88,180,240,136.61,94.7,0.11,50.66,230.16,226.04,4,50.76,74.8,69.32,0.0022,0.45,49.08
22.03,22.5,195.65,180,240,373.1,355.72,0.14,88.41,238.27,236.46,15,97.91,26.08,95.34,0.0016,0.05,63.44
19.54,22.5,180.22,180,240,204.24,146.87,0.11,67.39,233.04,230.33,15,86.84,0.37,71.91,0.0016,0.08,49.18
12.06,22.5,182.61,180,240,186.9,183.81,0.2,68.94,238.8,237.72,12,53.6,4.35,98.35,0.0029,0.04,41.98
12.86,22.5,186.07,180,240,144.88,117.18,0.16,43.0,239.78,237.6,25,57.16,10.12,80.88,0.0037,0.04,41.06
18.74,22.5,195.91,180,240,328.22,189.79,0.12,56.58,238.59,235.33,7,83.29,26.52,57.82,0.0021,0.2,50.16
11.8,22.5,233.19,180,240,324.91,141.74,0.19,53.5,233.32,232.4,6,52.44,88.65,43.62,0.0036,0.07,47.42
14.23,22.5,187.76,180,240,304.4,114.48,0.13,23.96,235.77,231.64,5,63.24,12.93,37.61,0.0054,0.35,35.37
19.07,22.5,198.5,180,240,450.74,369.82,0.01,83.52,233.01,232.25,1,84.76,30.83,82.05,0.0001,0.33,56.45
16.52,22.5,205.49,180,240,215.55,103.34,0.15,99.11,237.78,236.29,6,73.42,42.48,47.94,0.0015,0.1,47.44
17.94,22.5,200.92,180,240,230.68,194.02,0.1,29.09,232.02,227.72,9,79.73,34.87,84.11,0.0034,0.21,55.67
18.92,22.5,200.97,180,240,185.05,119.32,0.06,17.95,238.3,234.03,16,84.09,34.95,64.48,0.0033,0.11,53.51
11.43,22.5,207.47,180,240,110.14,97.19,0.11,85.6,235.82,234.2,24,50.8,45.78,88.24,0.0013,0.03,47.12
13.58,22.5,200.15,180,240,153.7,85.47,0.2,69.0,235.42,231.59,12,60.36,33.58,55.61,0.0029,0.14,41.97
19.33,22.5,198.66,180,240,222.42,175.08,0.14,94.33,232.25,229.9,6,85.91,31.1,78.72,0.0015,0.17,56.31
13.52,22.5,231.84,180,240,228.54,226.99,0.04,56.47,237.93,235.76,21,60.09,86.4,99.32,0.0007,0.04,61.18
12.05,22.5,232.34,180,240,353.32,323.42,0.07,51.81,238.96,237.59,13,53.56,87.23,91.54,0.0014,0.04,57.17
17.91,22.5,180.76,180,240,100.48,92.62,0.05,27.27,236.53,236.25,16,79.6,1.27,92.18,0.0018,0.01,50.53
15.79,22.5,203.77,180,240,177.35,132.28,0.17,14.45,238.89,235.56,22,70.18,39.62,74.59,0.0118,0.06,50.91
21.89,22.5,193.06,180,240,202.7,92.38,0.13,71.19,236.43,232.12,8,97.29,21.77,45.57,0.0018,0.23,52.36
15.95,22.5,211.52,180,240,145.88,145.33,0.07,67.15,235.81,231.88,27,70.89,52.53,99.62,0.001,0.06,58.78
17.84,22.5,226.72,180,240,199.48,161.03,0.18,44.72,237.79,234.16,5,79.29,77.87,80.72,0.004,0.31,63.4
21.38,22.5,187.85,180,240,363.81,235.42,0.1,37.98,235.04,234.22,11,95.02,13.08,64.71,0.0026,0.03,53.56
11.64,22.5,212.5,180,240,255.14,97.7,0.16,92.36,237.57,233.46,3,51.73,54.17,38.29,0.0017,0.58,39.13
12.06,22.5,218.07,180,240,373.75,236.79,0.14,31.03,234.9,232.94,26,53.6,63.45,63.36,0.0045,0.03,46.8
18.29,22.5,209.71,180,240,210.07,141.61,0.16,82.15,236.5,234.16,3,81.29,49.52,67.41,0.0019,0.33,55.87
16.55,22.5,203.31,180,240,428.27,237.13,0.12,90.6,238.66,234.21,11,73.56,38.85,55.37,0.0013,0.17,48.25
13.21,22.5,186.03,180,240,395.27,302.62,0.2,56.98,238.26,235.37,24,58.71,10.05,76.56,0.0035,0.05,40.8
18.34,22.5,224.12,180,240,443.86,422.26,0.05,37.88,232.4,230.6,1,81.51,73.53,95.13,0.0013,0.77,66.26
17.99,22.5,184.73,180,240,214.76,123.4,0.12,35.06,230.96,230.13,10,79.96,7.88,57.46,0.0034,0.04,45.05
19.37,22.5,228.64,180,240,264.76,217.91,0.09,71.05,237.64,232.68,17,86.09,81.07,82.3,0.0013,0.12,67.1
13.96,22.5,221.04,180,240,134.1,93.24,0.17,62.47,230.7,230.45,21,62.04,68.4,69.53,0.0027,0.01,52.4
16.37,22.5,197.44,180,240,193.43,163.48,0.01,58.53,237.94,236.6,14,72.76,29.07,84.52,0.0002,0.04,51.82
21.11,22.5,206.11,180,240,314.15,298.18,0.03,87.61,231.59,229.17,21,93.82,43.52,94.92,0.0003,0.05,65.21
18.03,22.5,213.51,180,240,252.0,228.49,0.14,74.91,231.51,227.09,21,80.13,55.85,90.67,0.0019,0.09,61.35
14.02,22.5,223.73,180,240,399.11,206.83,0.05,56.91,239.21,236.01,22,62.31,72.88,51.82,0.0009,0.06,49.86
19.71,22.5,192.84,180,240,386.6,149.79,0.2,60.39,236.96,236.36,15,87.6,21.4,38.75,0.0033,0.02,47.07
12.95,22.5,230.16,180,240,474.36,134.01,0.1,33.3,237.55,233.94,18,57.56,83.6,28.25,0.003,0.08,45.39
20.16,22.5,224.57,180,240,290.53,90.52,0.13,46.61,233.17,229.96,15,89.6,74.28,31.16,0.0028,0.09,56.92
17.44,22.5,187.33,180,240,145.08,84.71,0.15,74.07,230.58,227.77,9,77.51,12.22,58.39,0.002,0.14,45.11
13.19,22.5,181.24,180,240,112.63,96.56,0.15,20.88,232.21,230.57,24,58.62,2.07,85.73,0.0072,0.03,41.0
13.7,22.5,199.63,180,240,351.4,126.86,0.06,52.13,232.33,229.38,3,60.89,32.72,36.1,0.0012,0.42,38.08
12.19,22.5,180.34,180,240,111.92,97.98,0.15,43.04,235.45,232.86,8,54.18,0.57,87.54,0.0035,0.14,39.28
19.69,22.5,190.54,180,240,248.76,84.77,0.04,25.59,230.54,227.25,17,87.51,17.57,34.08,0.0016,0.08,45.33
18.8,22.5,220.19,180,240,366.94,227.5,0.08,75.72,232.99,230.27,28,83.56,66.98,62.0,0.0011,0.04,59.22
14.36,22.5,238.48,180,240,203.5,118.2,0.04,84.07,235.87,232.8,22,63.82,97.47,58.08,0.0005,0.06,56.63
15.48,22.5,208.07,180,240,267.76,113.47,0.19,78.61,234.81,231.41,15,68.8,46.78,42.38,0.0024,0.1,45.34
18.31,22.5,180.01,180,240,107.33,90.65,0.14,72.55,234.3,230.84,2,81.38,0.02,84.46,0.0019,0.74,49.37
14.54,22.5,190.46,180,240,416.63,401.62,0.09,95.72,238.24,235.83,7,64.62,17.43,96.4,0.0009,0.14,48.6
15.47,22.5,194.65,180,240,272.28,171.01,0.15,78.86,231.59,228.62,29,68.76,24.42,62.81,0.0019,0.04,44.95
14.89,22.5,208.88,180,240,338.67,154.33,0.12,36.8,230.55,230.53,4,66.18,48.13,45.57,0.0033,0.0,45.21
13.26,22.5,238.95,180,240,250.46,114.15,0.09,65.26,232.13,230.67,12,58.93,98.25,45.58,0.0014,0.05,52.33
21.75,22.5,191.74,180,240,405.83,87.66,0.08,19.97,233.52,232.64,22,96.67,19.57,21.6,0.004,0.02,46.9
18.29,22.5,205.44,180,240,322.65,131.74,0.14,96.37,234.58,231.96,17,81.29,42.4,40.83,0.0015,0.07,49.15
17.68,22.5,207.3,180,240,159.85,115.91,0.06,94.88,238.84,238.41,16,78.58,45.5,72.51,0.0006,0.01,55.03
16.78,22.5,228.15,180,240,368.16,116.5,0.08,40.52,235.66,234.2,27,74.58,80.25,31.64,0.002,0.02,52.21
18.6,22.5,231.06,180,240,472.64,461.87,0.16,22.57,238.53,236.52,29,82.67,85.1,97.72,0.0071,0.03,69.63
13.26,22.5,215.1,180,240,366.08,283.89,0.18,43.41,230.75,225.96,21,58.93,58.5,77.55,0.0041,0.1,50.77
18.26,22.5,219.98,180,240,318.61,128.98,0.15,82.34,235.53,233.08,2,81.16,66.63,40.48,0.0018,0.52,53.83
12.06,22.5,196.1,180,240,132.08,119.12,0.04,18.99,235.62,233.56,28,53.6,26.83,90.19,0.0021,0.03,44.84
22.26,22.5,202.5,180,240,142.77,111.0,0.18,89.86,230.11,225.68,23,98.93,37.5,77.75,0.002,0.08,62.61
20.93,22.5,188.8,180,240,463.44,188.69,0.18,81.17,235.82,232.47,20,93.02,14.67,40.72,0.0022,0.07,48.28
